date,tmean_c,tmax_c,tmin_c,dtr_c,relative_humidity_pct,soil_moisture_0_7cm_m3m3,gdd_base10,heat_day_tmax_ge35,cold_day_tmin_lt13,available_grid_count
2005-01-20,11.314285714285715,13.557142857142859,10.085714285714285,3.4714285714285733,92.57142857142857,0.3172857142857143,1.314285714285715,0,1,7
2005-01-21,12.957142857142857,16.414285714285715,10.200000000000001,6.2142857142857135,91.28571428571429,0.32085714285714284,2.9571428571428573,0,1,7
2005-01-22,15.328571428571427,19.214285714285715,12.957142857142857,6.257142857142858,90.85714285714286,0.31714285714285717,5.328571428571427,0,1,7
2005-01-23,17.47142857142857,23.0,13.299999999999999,9.700000000000001,83.71428571428571,0.31142857142857144,7.4714285714285715,0,0,7
2005-01-24,19.442857142857143,24.24285714285714,15.942857142857141,8.299999999999999,85.0,0.304,9.442857142857143,0,0,7
2005-01-25,20.97142857142857,26.97142857142857,17.385714285714286,9.585714285714285,82.42857142857143,0.2982857142857143,10.971428571428572,0,0,7
2005-01-26,18.714285714285715,23.071428571428573,15.571428571428571,7.500000000000002,89.85714285714286,0.2965714285714286,8.714285714285715,0,0,7
2005-01-27,13.671428571428573,15.87142857142857,12.4,3.4714285714285698,89.85714285714286,0.305,3.6714285714285726,0,1,7
2005-01-28,13.1,16.057142857142857,10.685714285714285,5.371428571428572,84.14285714285714,0.31,3.0999999999999996,0,1,7
2005-01-29,15.771428571428572,20.67142857142857,12.0,8.67142857142857,84.85714285714286,0.307,5.771428571428572,0,1,7
2005-01-30,14.6,16.02857142857143,12.857142857142858,3.171428571428571,87.0,0.307,4.6,0,1,7
2005-01-31,11.37142857142857,12.657142857142857,10.37142857142857,2.2857142857142865,77.85714285714286,0.3112857142857143,1.37142857142857,0,1,7
2005-02-01,10.957142857142857,13.5,8.871428571428572,4.628571428571428,80.85714285714286,0.31714285714285717,0.9571428571428573,0,1,7
2005-02-02,9.485714285714286,10.87142857142857,8.514285714285714,2.357142857142856,92.28571428571429,0.33485714285714285,0,0,1,7
2005-02-03,10.357142857142858,12.557142857142859,8.142857142857142,4.414285714285716,93.0,0.35028571428571426,0.35714285714285765,0,1,7
2005-02-04,15.5,19.900000000000002,11.457142857142857,8.442857142857145,91.42857142857143,0.3444285714285714,5.5,0,1,7
2005-02-05,19.885714285714283,23.857142857142858,16.757142857142856,7.100000000000001,89.42857142857143,0.3352857142857143,9.885714285714283,0,0,7
2005-02-06,21.485714285714288,25.357142857142858,18.75714285714286,6.599999999999998,86.85714285714286,0.3311428571428571,11.485714285714288,0,0,7
2005-02-07,21.214285714285715,25.271428571428572,17.885714285714286,7.385714285714286,85.57142857142857,0.325,11.214285714285715,0,0,7
2005-02-08,21.25714285714286,25.557142857142857,18.257142857142856,7.300000000000001,85.0,0.319,11.25714285714286,0,0,7
2005-02-09,21.37142857142857,25.971428571428568,18.3,7.671428571428567,82.14285714285714,0.3137142857142857,11.37142857142857,0,0,7
2005-02-10,12.62857142857143,19.142857142857142,9.557142857142859,9.585714285714284,78.71428571428571,0.32557142857142857,2.62857142857143,0,1,7
2005-02-11,11.62857142857143,14.071428571428571,9.957142857142857,4.114285714285714,78.71428571428571,0.327,1.62857142857143,0,1,7
2005-02-12,11.971428571428572,14.185714285714285,9.828571428571427,4.357142857142858,89.14285714285714,0.33271428571428574,1.9714285714285715,0,1,7
2005-02-13,10.87142857142857,12.642857142857142,9.757142857142856,2.885714285714286,94.85714285714286,0.35171428571428576,0.8714285714285701,0,1,7
2005-02-14,16.37142857142857,21.514285714285712,10.700000000000001,10.814285714285711,93.14285714285714,0.3752857142857143,6.37142857142857,0,1,7
2005-02-15,22.314285714285713,27.771428571428572,18.642857142857142,9.12857142857143,85.85714285714286,0.3707142857142857,12.314285714285713,0,0,7
2005-02-16,21.228571428571428,27.457142857142856,15.157142857142857,12.299999999999999,83.85714285714286,0.35414285714285715,11.228571428571428,0,0,7
2005-02-17,14.514285714285714,18.114285714285714,12.4,5.7142857142857135,78.57142857142857,0.34500000000000003,4.514285714285714,0,1,7
2005-02-18,11.885714285714286,15.357142857142858,9.414285714285715,5.942857142857143,64.85714285714286,0.3367142857142857,1.8857142857142861,0,1,7
2005-02-19,9.785714285714286,12.37142857142857,7.585714285714286,4.785714285714284,56.57142857142857,0.32485714285714284,0,0,1,7
2005-02-20,8.957142857142857,12.214285714285714,5.914285714285714,6.3,54.857142857142854,0.31542857142857145,0,0,1,7
2005-02-21,9.528571428571428,12.085714285714285,7.285714285714286,4.8,62.714285714285715,0.3077142857142857,0,0,1,7
2005-02-22,11.842857142857143,16.67142857142857,8.357142857142858,8.314285714285713,72.42857142857143,0.30500000000000005,1.8428571428571434,0,1,7
2005-02-23,16.685714285714287,24.271428571428572,10.62857142857143,13.642857142857142,80.71428571428571,0.29842857142857143,6.685714285714287,0,1,7
2005-02-24,18.67142857142857,24.24285714285714,14.542857142857143,9.699999999999998,82.71428571428571,0.2917142857142857,8.67142857142857,0,0,7
2005-02-25,19.785714285714285,26.97142857142857,12.885714285714286,14.085714285714285,80.57142857142857,0.28414285714285714,9.785714285714285,0,1,7
2005-02-26,16.185714285714287,18.75714285714286,13.285714285714286,5.471428571428573,80.42857142857143,0.2822857142857143,6.185714285714287,0,0,7
2005-02-27,12.1,13.271428571428572,11.028571428571428,2.2428571428571438,81.14285714285714,0.296,2.0999999999999996,0,1,7
2005-02-28,12.242857142857144,15.642857142857142,10.071428571428571,5.571428571428571,69.71428571428571,0.3071428571428571,2.2428571428571438,0,1,7
2005-03-01,13.200000000000001,14.785714285714286,11.771428571428572,3.0142857142857142,74.85714285714286,0.30342857142857144,3.200000000000001,0,1,7
2005-03-02,12.585714285714285,14.771428571428572,10.714285714285714,4.057142857142859,80.57142857142857,0.31757142857142856,2.5857142857142854,0,1,7
2005-03-03,13.428571428571429,17.085714285714285,11.157142857142857,5.928571428571429,59.42857142857143,0.3127142857142857,3.428571428571429,0,1,7
2005-03-04,11.885714285714286,14.085714285714285,9.542857142857143,4.542857142857143,63.57142857142857,0.3067142857142858,1.8857142857142861,0,1,7
2005-03-05,13.557142857142859,19.442857142857143,7.314285714285715,12.128571428571428,61.57142857142857,0.2988571428571429,3.5571428571428587,0,1,7
2005-03-06,14.842857142857143,21.52857142857143,8.614285714285714,12.914285714285715,60.714285714285715,0.286,4.842857142857143,0,1,7
2005-03-07,16.285714285714285,22.214285714285715,10.328571428571427,11.885714285714288,65.42857142857143,0.2754285714285714,6.285714285714285,0,1,7
2005-03-08,18.771428571428572,24.628571428571426,13.428571428571429,11.199999999999998,68.71428571428571,0.26742857142857146,8.771428571428572,0,0,7
2005-03-09,19.285714285714285,23.5,15.828571428571427,7.671428571428573,82.28571428571429,0.2662857142857143,9.285714285714285,0,0,7
2005-03-10,21.771428571428572,27.685714285714287,17.95714285714286,9.728571428571428,82.0,0.2725714285714286,11.771428571428572,0,0,7
2005-03-11,22.5,29.814285714285713,16.414285714285715,13.399999999999999,80.71428571428571,0.26799999999999996,12.5,0,0,7
2005-03-12,14.857142857142858,21.057142857142857,8.857142857142858,12.2,80.71428571428571,0.2684285714285714,4.857142857142858,0,1,7
2005-03-13,10.057142857142859,12.785714285714286,8.342857142857143,4.442857142857143,53.42857142857143,0.2705714285714286,0.057142857142858716,0,1,7
2005-03-14,12.057142857142859,15.471428571428572,9.37142857142857,6.100000000000001,60.714285714285715,0.26542857142857146,2.0571428571428587,0,1,7
2005-03-15,15.857142857142858,20.014285714285712,12.028571428571428,7.985714285714284,80.28571428571429,0.2644285714285714,5.857142857142858,0,1,7
2005-03-16,19.185714285714287,22.571428571428573,16.142857142857142,6.428571428571431,90.42857142857143,0.2817142857142857,9.185714285714287,0,0,7
2005-03-17,20.042857142857144,22.885714285714283,17.571428571428573,5.31428571428571,90.14285714285714,0.2992857142857143,10.042857142857144,0,0,7
2005-03-18,17.585714285714285,19.657142857142855,16.142857142857142,3.5142857142857125,85.57142857142857,0.3047142857142857,7.585714285714285,0,0,7
2005-03-19,18.728571428571428,23.614285714285717,14.771428571428572,8.842857142857145,74.85714285714286,0.3018571428571429,8.728571428571428,0,0,7
2005-03-20,20.428571428571427,23.88571428571429,17.5,6.38571428571429,80.85714285714286,0.29871428571428577,10.428571428571427,0,0,7
2005-03-21,21.957142857142856,26.12857142857143,18.900000000000002,7.228571428571428,82.85714285714286,0.29742857142857143,11.957142857142856,0,0,7
2005-03-22,23.24285714285714,28.228571428571428,18.3,9.928571428571427,83.28571428571429,0.3,13.24285714285714,0,0,7
